LotArea,LotShape,Utilities,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,YrSold,MSSubClass,MSZoning,Street,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,Foundation,Heating,CentralAir,Electrical,GarageType,GarageFinish,MoSold,SaleType,SaleCondition,SalePrice
7540,3,4,3,6,6,1978,1978,0.0,3,3,4,3,2,6,773,1,0,115,888,5,912,0,0,912,1,0,1,0,2,1,3,5,8,1,1978.0,2,470,3,3,2,0,0,0,0,192,0,0,2007,SC85,RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jun,WD,Normal,156000
9144,4,4,3,5,5,1940,1982,0.0,3,3,3,3,0,3,399,1,0,484,883,4,988,517,0,1505,1,0,1,0,3,1,3,8,8,0,1940.0,1,240,3,3,0,0,0,0,0,0,0,0,2008,SC50,RL,Pave,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,145000
1680,4,4,3,6,8,1972,2007,510.0,3,3,3,3,0,5,162,1,0,321,483,4,483,504,0,987,0,0,1,1,2,1,4,5,8,0,1972.0,1,264,3,3,2,250,0,0,0,0,0,0,2009,SC160,RM,Pave,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,118000
18800,3,4,3,6,5,1976,1976,120.0,3,3,4,3,1,6,712,1,0,84,796,3,790,784,0,1574,1,0,2,1,3,1,3,6,8,1,1976.0,2,566,3,3,2,306,111,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,FR2,NWAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,WD,Normal,190000
10690,4,4,3,5,7,1920,1997,0.0,3,4,3,2,0,3,456,1,0,216,672,4,672,672,0,1344,0,0,1,0,3,1,3,6,8,0,1964.0,1,468,3,2,2,0,128,218,0,0,0,0,2009,SC70,RM,Pave,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,Jul,WD,Normal,147000
9500,3,4,3,6,5,1963,1963,247.0,3,3,4,3,0,4,609,1,0,785,1394,4,1394,0,0,1394,1,0,1,1,3,1,3,6,8,2,1963.0,2,514,3,3,2,0,76,0,0,185,0,0,2009,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,159000
9150,3,4,3,6,5,1962,1962,305.0,3,3,4,3,3,6,371,1,0,728,1099,4,1431,0,0,1431,0,1,1,0,3,1,3,6,8,1,1962.0,1,296,3,3,2,64,110,0,0,0,0,0,2008,SC80,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,SLvl,Gable,Tar&Grv,Plywood,Plywood,BrkFace,CBlock,GasA,Y,SBrkr,Basment,RFn,Dec,WD,Normal,165000
7800,4,4,3,5,6,1954,1954,200.0,3,3,3,3,0,2,540,1,0,728,1268,4,1268,0,0,1268,0,0,1,0,2,1,3,7,8,1,1954.0,1,244,3,3,2,0,98,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Mar,WD,Normal,132000
9830,3,4,3,5,7,1959,2006,0.0,3,4,3,3,0,5,72,3,258,733,1063,5,1287,0,0,1287,1,0,1,0,3,1,4,7,8,1,1997.0,2,576,3,3,2,364,17,0,0,182,0,0,2010,SC20,RL,Pave,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Detchd,Fin,Mar,WD,Normal,162000
8121,3,4,3,6,5,2000,2000,0.0,3,3,4,3,0,1,0,1,0,953,953,5,953,711,0,1664,0,0,2,1,3,1,3,7,8,1,2000.0,2,460,3,3,2,100,40,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Jan,WD,Normal,172400
7175,4,4,3,6,5,1984,1984,0.0,3,3,4,3,0,5,623,2,121,0,744,3,752,0,0,752,1,0,1,0,2,1,3,4,8,0,1984.0,1,264,3,3,2,353,0,0,0,90,0,0,2010,SC120,RL,Pave,Lvl,Inside,SawyerW,Norm,Norm,TwnhsE,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Feb,WD,Normal,125000
10634,4,4,3,5,6,1953,1953,0.0,3,3,3,3,0,4,428,2,180,0,608,3,1319,0,0,1319,1,0,1,0,3,1,3,5,6,0,1953.0,1,270,3,3,2,66,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,Attchd,Unf,Nov,WD,Normal,123000
8200,4,4,3,7,5,2003,2004,0.0,4,3,4,3,0,1,0,1,0,847,847,5,847,1081,0,1928,0,0,2,1,4,1,4,8,8,1,2003.0,2,434,3,3,2,100,48,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Jul,WD,Normal,219500
8846,3,4,3,5,5,1996,1996,0.0,4,3,4,3,2,6,298,1,0,572,870,5,914,0,0,914,0,0,1,0,2,1,3,5,8,0,1998.0,2,576,3,3,2,0,0,0,0,0,0,0,2006,SC85,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,SFoyer,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Jul,WD,Normal,148000
11143,3,4,3,8,5,2004,2005,0.0,4,3,4,3,0,1,0,1,0,1580,1580,5,1580,886,0,2466,0,0,3,0,4,1,4,8,8,1,2004.0,2,610,3,3,2,159,214,0,0,0,0,0,2007,SC60,FV,Pave,Lvl,Corner,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Dec,WD,Normal,340000
11394,4,4,3,9,2,2010,2010,350.0,4,3,5,3,2,6,1445,1,0,411,1856,5,1856,0,0,1856,1,0,1,1,1,1,5,8,8,1,2010.0,3,834,3,3,2,113,0,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Corner,StoneBr,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,New,Partial,394432
8123,3,4,3,6,5,2000,2000,16.0,3,3,4,3,0,1,0,1,0,982,982,5,1007,793,0,1800,0,0,2,1,3,1,3,7,8,1,2000.0,2,463,3,3,2,100,63,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,Inside,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,179000
5000,4,4,3,5,6,1924,1950,0.0,3,3,3,3,0,2,218,1,0,808,1026,3,1026,665,0,1691,0,0,2,0,3,1,4,6,8,1,1924.0,1,308,3,3,2,0,0,242,0,0,0,0,2010,SC50,RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,Wd Sdng,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,May,WD,Normal,127000
7200,4,4,3,7,5,2006,2006,0.0,4,3,4,4,0,1,0,1,0,1293,1293,5,1301,0,0,1301,1,0,2,0,2,1,4,5,8,1,2006.0,2,572,3,3,2,216,121,0,0,0,0,0,2006,SC20,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,New,Partial,187750
9245,3,4,3,7,5,2006,2006,0.0,4,3,4,3,2,1,0,1,0,939,939,5,939,858,0,1797,0,0,2,1,3,1,4,8,8,0,2006.0,2,639,3,3,2,144,53,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,RFn,Apr,WD,Normal,213500
9000,4,4,3,6,3,1928,1950,0.0,3,3,2,2,0,1,0,1,0,784,784,3,784,0,0,784,0,0,1,0,2,1,3,5,8,0,1950.0,2,360,2,2,0,0,0,91,0,0,0,0,2009,SC45,RH,Pave,Lvl,Corner,SawyerW,Norm,Norm,1Fam,1.5Unf,Gable,CompShg,Wd Sdng,Wd Sdng,None,BrkTil,GasA,N,FuseA,Detchd,Unf,Oct,WD,Normal,76000
53107,2,4,2,6,5,1992,1992,0.0,4,3,4,3,2,6,985,1,0,595,1580,5,1079,874,0,1953,1,0,2,1,3,1,4,9,8,2,1992.0,2,501,3,3,2,216,231,0,0,0,0,0,2007,SC60,RL,Pave,Low,Corner,ClearCr,Feedr,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,240000
3182,4,4,3,8,5,2004,2005,16.0,4,3,4,3,0,6,24,1,0,1232,1256,5,1269,0,0,1269,0,0,2,0,2,1,4,6,8,1,2004.0,2,430,3,3,2,146,20,0,0,144,0,0,2010,SC120,RL,Pave,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Apr,WD,Normal,192000
7200,4,4,3,6,6,1976,1976,255.0,3,3,3,3,2,5,631,1,0,410,1041,5,1125,0,0,1125,1,0,1,0,3,1,3,6,8,1,1977.0,1,352,3,3,2,296,0,0,0,0,0,0,2009,SC80,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,SLvl,Hip,CompShg,MetalSd,MetalSd,BrkFace,CBlock,GasA,Y,SBrkr,Detchd,Unf,Oct,WD,Abnorml,125000
9382,3,4,3,7,5,1999,2000,125.0,4,3,4,3,0,1,0,1,0,1468,1468,5,1479,0,0,1479,0,0,2,0,3,1,4,6,8,0,1999.0,2,577,3,3,2,120,25,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,191000
12474,4,4,3,10,5,2007,2008,272.0,5,3,5,3,2,6,1280,1,0,402,1682,5,1742,590,0,2332,1,0,2,1,3,1,5,9,8,1,2008.0,3,846,3,3,2,196,134,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Aug,New,Partial,426000
8405,4,4,3,5,8,1900,1950,0.0,3,3,3,4,0,3,241,4,391,229,861,5,961,406,0,1367,1,0,1,0,4,1,3,7,8,0,1978.0,1,384,3,3,2,0,130,112,0,0,0,0,2008,SC50,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,SBrkr,Detchd,Unf,Apr,WD,Normal,119000
12209,3,4,3,6,5,2001,2002,0.0,3,3,5,3,0,5,690,1,0,114,804,5,804,1157,0,1961,1,0,2,1,3,1,4,7,8,1,2001.0,2,560,3,3,2,125,192,0,0,0,0,0,2009,SC60,RL,Pave,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Jun,WD,Normal,215000
10134,4,4,3,5,6,1940,1950,0.0,3,3,3,3,0,1,0,1,0,735,735,4,735,299,0,1034,0,0,1,0,2,1,3,5,8,0,1940.0,1,240,3,3,2,0,39,0,0,0,0,0,2007,SC50,RL,Pave,Lvl,Inside,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,FuseA,Detchd,Unf,Jul,WD,Normal,109000
9571,4,4,3,5,6,1956,1956,0.0,3,3,3,3,2,4,739,1,0,405,1144,3,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,1956.0,1,596,3,3,2,44,0,0,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,129000
7200,4,4,3,5,5,1972,1972,0.0,3,3,3,3,2,3,777,1,0,117,894,3,894,0,0,894,0,0,1,0,2,1,3,6,8,0,1985.0,2,600,3,3,2,215,0,0,0,0,0,0,2009,SC20,RL,Pave,Low,Inside,CollgCr,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,CBlock,GasA,Y,SBrkr,Detchd,RFn,Sep,WD,Normal,123000
7590,4,4,3,5,5,1962,1962,288.0,3,3,3,3,0,5,540,1,0,324,864,3,876,936,0,1812,0,0,2,0,4,1,3,8,8,1,1962.0,1,264,3,3,2,0,168,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,NAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,RFn,Jul,WD,Normal,169500
8967,4,4,3,5,2,1920,1950,0.0,3,2,2,1,0,1,0,1,0,961,961,4,1077,0,0,1077,0,0,1,0,2,1,3,6,3,0,1920.0,1,338,1,1,0,0,0,0,0,0,0,0,2007,SC30,RM,Pave,Lvl,Corner,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,Mix,Detchd,Unf,Nov,WD,Abnorml,67000
8125,4,4,3,7,5,2006,2007,100.0,4,3,4,3,0,6,812,1,0,280,1092,5,1112,438,0,1550,1,0,2,0,2,1,4,7,8,0,2007.0,2,438,3,3,2,0,168,0,0,0,0,0,2009,SC60,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,CemntBd,CmentBd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Oct,WD,Normal,241000
14963,2,4,3,8,5,1996,1996,0.0,4,3,4,3,0,6,786,1,0,474,1260,5,1288,0,0,1288,1,0,1,1,1,1,5,4,8,2,1996.0,2,500,3,3,2,120,30,0,0,224,0,0,2008,SC120,RL,Pave,Lvl,Inside,Veenker,Norm,Norm,TwnhsE,1Story,Gable,CompShg,BrkFace,BrkFace,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Dec,WD,Normal,245500
8767,3,4,3,7,5,2005,2005,0.0,4,3,4,3,2,6,24,1,0,1286,1310,5,1310,0,0,1310,0,0,2,0,3,1,4,6,8,1,2005.0,2,400,3,3,2,0,0,0,0,0,0,0,2006,SC20,RL,Pave,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Jul,New,Partial,164990
10200,4,4,3,5,8,1940,1997,0.0,3,3,3,3,0,1,0,1,0,672,672,5,672,0,0,672,0,0,1,0,2,1,3,4,8,0,1940.0,1,240,3,3,0,168,0,0,0,0,0,0,2008,SC30,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,PConc,GasA,Y,SBrkr,Detchd,Unf,Aug,WD,Normal,108000
12090,4,4,3,8,5,1998,1998,650.0,4,3,4,3,0,1,0,1,0,1141,1141,4,1165,1098,0,2263,0,0,2,1,4,1,4,10,8,1,1998.0,2,420,3,3,2,144,123,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Corner,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,BuiltIn,Fin,Jul,WD,Abnorml,258000
10364,3,4,3,6,5,1995,1996,0.0,3,3,4,3,0,1,0,1,0,806,806,4,806,766,0,1572,0,0,2,1,3,1,3,7,8,1,1995.0,2,373,3,3,2,0,40,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,PConc,GasA,Y,SBrkr,BuiltIn,Fin,May,WD,Normal,168000
9991,3,4,3,4,4,1976,1993,0.0,3,3,3,3,0,4,1116,1,0,165,1281,5,1620,0,0,1620,1,0,2,0,3,1,3,8,7,1,1993.0,2,490,3,3,2,120,78,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Corner,Sawyer,Feedr,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jun,WD,Normal,150000
10480,4,4,3,6,5,1936,1950,0.0,3,3,3,3,0,1,0,1,0,1064,1064,5,1166,0,473,1639,0,0,1,0,3,1,3,6,3,0,1936.0,1,240,3,3,2,0,0,0,0,0,0,0,2008,SC50,RL,Pave,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,Y,FuseA,Detchd,Unf,Mar,WD,Normal,115000
15576,4,4,3,6,7,1915,1976,0.0,3,3,4,3,0,1,0,1,0,840,840,5,840,840,0,1680,0,0,2,0,4,1,3,8,8,0,1960.0,1,308,3,3,2,0,0,160,0,0,0,0,2008,SC70,RL,Pave,Lvl,Inside,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Plywood,None,BrkTil,GasA,Y,SBrkr,Attchd,Unf,Mar,WD,Normal,177000
14154,4,4,3,7,5,2006,2006,350.0,4,3,5,4,0,1,0,1,0,1063,1063,5,1071,1101,0,2172,0,0,2,1,3,1,4,9,8,1,2006.0,3,947,3,3,2,192,62,0,0,0,0,0,2007,SC60,RL,Pave,Lvl,Corner,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,RFn,Aug,New,Partial,280000
10800,4,4,3,8,5,2007,2008,100.0,4,3,5,3,0,6,789,1,0,245,1034,5,1050,1028,0,2078,1,0,2,1,3,1,5,8,8,1,2008.0,3,836,3,3,2,0,102,0,0,0,0,0,2008,SC60,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Apr,New,Partial,339750
9571,4,4,3,5,3,1958,1958,0.0,3,2,3,2,0,1,0,1,0,1276,1276,3,1276,0,0,1276,0,0,1,0,3,1,3,5,5,0,1958.0,1,350,3,3,2,0,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkComm,Brk Cmn,None,CBlock,GasA,Y,FuseA,Attchd,Unf,Jun,COD,Abnorml,60000
34650,4,4,3,5,5,1955,1955,0.0,3,3,3,3,1,3,1056,1,0,0,1056,3,1056,0,0,1056,1,0,1,0,3,1,3,5,8,0,1955.0,2,572,3,3,2,264,0,0,0,0,0,0,2006,SC190,RL,Pave,Bnk,Inside,Gilbert,Norm,Norm,2fmCon,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,None,CBlock,GasA,N,SBrkr,Attchd,Fin,Jan,WD,Normal,145000
4403,2,4,3,7,5,2009,2009,432.0,5,3,5,3,2,6,578,1,0,892,1470,5,1478,0,0,1478,1,0,2,1,2,1,4,7,8,1,2009.0,2,484,3,3,2,0,144,0,0,0,0,0,2010,SC20,FV,Pave,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,New,Partial,222000
8960,4,4,3,5,6,1927,1950,0.0,3,3,3,3,0,1,0,1,0,1008,1008,4,1028,0,0,1028,0,0,1,0,2,1,3,5,8,1,1927.0,2,360,3,3,2,0,0,130,0,0,0,0,2010,SC30,RM,Pave,Lvl,Inside,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,WdShing,Wd Shng,None,CBlock,GasA,Y,FuseA,Detchd,Unf,Mar,WD,Normal,115000
11228,2,4,3,7,5,1993,1993,0.0,4,3,4,3,0,4,50,6,531,499,1080,5,1080,1017,0,2097,0,1,2,1,3,1,4,9,8,1,1993.0,3,678,3,3,2,196,187,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,CulDSac,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Unf,Dec,WD,Normal,228000
8899,3,4,3,7,5,2007,2007,0.0,4,3,4,3,2,6,24,1,0,1316,1340,5,1340,0,0,1340,0,0,2,0,3,1,4,6,8,0,2007.0,2,396,3,3,2,100,30,0,0,0,0,0,2007,SC20,RL,Pave,Lvl,Inside,Gilbert,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,PConc,GasA,Y,SBrkr,Attchd,Fin,Aug,New,Partial,181134
7844,4,4,3,6,7,1978,1978,203.0,3,3,3,3,0,5,209,1,0,463,672,3,672,728,0,1400,0,0,1,1,3,1,3,6,8,1,1978.0,2,440,3,3,2,0,0,0,0,0,0,0,2006,SC60,RL,Pave,Lvl,Inside,Sawyer,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,CBlock,GasA,Y,SBrkr,Attchd,Fin,Mar,WD,Normal,149500
22420,3,4,3,6,6,1918,1950,0.0,3,3,4,3,0,4,1128,1,0,242,1370,3,1370,1254,0,2624,1,0,2,1,4,1,3,10,8,1,1918.0,3,864,3,3,0,0,0,0,0,0,0,0,2007,SC70,RL,Pave,Lvl,Inside,Crawfor,Feedr,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,Stucco,None,BrkTil,GasW,N,FuseA,Detchd,Unf,Nov,WD,Normal,239000
8160,4,4,3,5,6,1940,1950,0.0,3,3,3,3,0,5,312,1,0,444,756,2,756,378,0,1134,1,0,1,1,3,1,3,7,8,0,1940.0,1,240,3,3,1,0,0,0,0,0,0,0,2007,SC50,RL,Pave,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,BrkTil,GasA,N,FuseF,Detchd,Unf,Apr,WD,AdjLand,126000
8450,4,4,3,5,6,1968,1968,0.0,3,3,3,3,0,4,775,1,0,281,1056,5,1056,0,0,1056,1,0,1,0,3,1,3,6,8,1,1968.0,1,304,3,3,2,0,85,184,0,0,0,0,2010,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,CBlock,GasA,Y,SBrkr,Attchd,Unf,Jul,WD,Normal,142000
7060,4,4,3,7,5,1997,1998,200.0,3,4,4,4,3,6,1309,1,0,35,1344,5,1344,0,0,1344,2,0,2,0,2,2,3,8,8,0,1997.0,4,784,3,3,2,0,0,0,0,0,0,0,2008,SC90,RM,Pave,Lvl,Inside,Mitchel,Norm,Norm,Duplex,SFoyer,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Nov,WD,Alloca,206300
16635,3,4,3,6,7,1977,2000,126.0,4,3,4,3,0,5,1246,1,0,356,1602,4,1602,0,0,1602,0,1,2,0,3,1,4,8,8,1,1977.0,2,529,3,3,2,240,0,0,0,0,0,0,2009,SC20,RL,Pave,Lvl,FR2,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,CemntBd,CmentBd,Stone,CBlock,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,215000
21750,4,4,2,5,5,1954,1954,0.0,3,3,3,3,0,1,0,1,0,988,988,5,988,0,0,988,0,0,1,0,2,1,3,4,8,0,1954.0,2,520,3,3,0,0,0,0,0,0,0,0,2008,SC20,RL,Pave,HLS,Inside,Mitchel,Artery,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,FuseA,Attchd,RFn,Feb,WD,Normal,113000
9200,4,4,3,8,5,1998,1998,473.0,4,3,4,3,0,6,986,1,0,484,1470,4,1470,1160,0,2630,1,0,2,1,4,1,4,8,8,1,1998.0,3,696,3,3,2,0,66,0,0,0,0,0,2008,SC60,RL,Pave,Lvl,Inside,NoRidge,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Jun,WD,Normal,315000
9000,4,4,3,6,5,1956,1956,74.0,3,3,4,3,0,2,616,1,0,580,1196,4,1196,0,0,1196,1,0,1,0,2,1,3,6,8,1,1956.0,1,297,3,3,2,0,44,0,0,0,0,0,2008,SC20,RL,Pave,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,CBlock,GasA,Y,FuseA,Attchd,RFn,May,WD,Normal,139000
3378,4,4,3,7,8,1946,1992,0.0,3,4,3,3,0,1,0,1,0,651,651,4,707,682,0,1389,0,0,1,1,3,1,3,6,8,2,1947.0,1,240,3,3,1,0,0,126,0,0,0,0,2009,SC60,RM,Pave,HLS,Inside,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,None,CBlock,GasA,Y,SBrkr,Detchd,Unf,Sep,WD,Normal,135000
12800,4,4,2,7,5,1989,1989,145.0,4,3,4,3,3,6,1518,1,0,0,1518,4,1644,0,0,1644,1,1,2,0,2,1,4,5,8,1,1989.0,2,569,3,3,2,80,0,0,0,396,0,0,2009,SC80,RL,Pave,Low,Inside,SawyerW,Norm,Norm,1Fam,SLvl,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,PConc,GasA,Y,SBrkr,Attchd,Fin,Aug,WD,Normal,275000
